Name,Position,RawPts,AdjPts,FPOR
Devon Wylie,WR,0.0,0.0,-104.78571428571429
Justin Veltung,WR,0.0,0.0,-104.78571428571429
Matthew Slater,WR,0.0,0.0,-104.78571428571429
Devin Hester,WR,0.0,0.0,-104.78571428571429
Micheal Spurlock,WR,0.0,0.0,-104.78571428571429
Lavelle Hawkins,WR,0.0,0.0,-104.78571428571429
Derrick Coleman,RB,12.5,8.125,-105.21874999999999
Anthony Dixon,RB,20.6,8.0625,-105.28124999999999
Mike Goodson,RB,8.0,8.0,-105.34374999999999
Christine Michael,RB,7.9,7.9,-105.44374999999998
James Develin,RB,13.2,6.75,-106.59374999999999
Cyrus Gray,RB,7.0,6.5625,-106.78124999999999
Vonta Leach,RB,13.0,6.5625,-106.78124999999999
Jamize Olawale,RB,6.8999999999999995,6.468749999999999,-106.87499999999999
Michael Cox,RB,5.5,5.892857142857143,-107.45089285714285
Vick Ballard,RB,5.8,5.8,-107.54374999999999
Theo Riddick,RB,11.1,5.464285714285714,-107.87946428571428
Tony Fiammetta,RB,5.7,5.34375,-107.99999999999999
Patrick DiMarco,RB,4.9,5.25,-108.09374999999999
Deji Karim,RB,5.0,5.0,-108.34374999999999
Alex Green,RB,4.3,4.961538461538462,-108.38221153846152
Denard Robinson,WR,-4.0,-3.75,-108.53571428571429
Erik Lorig,RB,4.7,4.7,-108.64374999999998
Michael Hill,RB,4.6,4.6,-108.74374999999999
Jerome Felton,RB,3.7,4.269230769230769,-109.07451923076921
Phillip Tanner,RB,10.5,4.21875,-109.12499999999999
Will Johnson,RB,10.1,4.1,-109.24374999999999
Collin Mooney,RB,3.2,4.0,-109.34374999999999
Will Ta'ufo'ou,RB,4.1,3.8437499999999996,-109.49999999999999
C.J. Anderson,RB,3.8,3.8,-109.54374999999999
John Conner,RB,3.1,3.576923076923077,-109.7668269230769
Jeff Demps,RB,3.5,3.5,-109.84374999999999
Greg Jones,RB,3.6,3.375,-109.96874999999999
Matt Flynn,QB,88.18,40.18,-110.11999999999998
LaRod Stephens-Howling,RB,3.0,3.0,-110.34374999999999
Bradie Ewing,RB,2.9,2.9,-110.44374999999998
Michael Robinson,RB,2.7,2.7,-110.64374999999998
Isaac Redman,RB,2.5999999999999996,2.5999999999999996,-110.74374999999999
Bernard Scott,RB,2.4,2.4,-110.94374999999998
Le'Ron McClain,RB,2.5,2.34375,-110.99999999999999
Mike Gillislee,RB,2.1,2.1,-111.24374999999999
Ray Graham,RB,2.0,2.0,-111.34374999999999
Cedric Peerman,RB,1.7,1.59375,-111.74999999999999
Kenjon Barner,RB,1.4,1.4,-111.94374999999998
Joe Banyard,RB,1.1,1.1,-112.24374999999999
Spencer Ware,RB,1.0,1.0,-112.34374999999999
Jeremy Stewart,RB,6.8,0.9230769230769231,-112.42067307692307
Orson Charles,RB,0.8,0.9230769230769231,-112.42067307692307
Mikel Leshoure,RB,0.9,0.9,-112.44374999999998
Cierre Wood,RB,0.9,0.9,-112.44374999999998
Zach Line,RB,0.8,0.8,-112.54374999999999
Ronnie Wingo,RB,0.6000000000000001,0.6000000000000001,-112.74374999999999
Robert Hughes,RB,0.6,0.6,-112.74374999999999
Travaris Cadet,RB,6.5,0.5769230769230769,-112.7668269230769
Armond Smith,RB,0.5,0.5,-112.84374999999999
Henry Hynoski,RB,0.5,0.5,-112.84374999999999
Evan Royster,RB,0.3,0.45,-112.89374999999998
Darius Reynaud,RB,0.4,0.4,-112.94374999999998
Shaun Draughn,RB,0.2,0.2,-113.14374999999998
Leon Washington,RB,0.1,0.1,-113.24374999999999
Quinn Johnson,RB,0.0,0.0,-113.34374999999999
Chris Rainey,RB,0.0,0.0,-113.34374999999999
Evan Rodriguez,RB,0.0,0.0,-113.34374999999999
Kyle Juszczyk,RB,0.0,0.0,-113.34374999999999
Thad Lewis,QB,66.88,36.88,-113.41999999999999
Josh Vaughan,RB,-0.4,-0.4,-113.74374999999999
Tyler Clutts,RB,-1.6,-1.6,-114.94374999999998
Scott Tolzien,QB,36.18,24.18,-126.11999999999998
Josh Freeman,QB,34.44,22.44,-127.85999999999999
Brian Hoyer,QB,50.2,20.200000000000003,-130.09999999999997
Kirk Cousins,QB,41.559999999999995,17.559999999999995,-132.73999999999998
Chase Daniel,QB,19.12,13.120000000000001,-137.17999999999998
Kyle Orton,QB,24.720000000000002,12.72,-137.57999999999998
John Potter,K,16.0,16.0,-138.0
Shayne Graham,K,14.0,14.0,-140.0
Blaine Gabbert,QB,14.439999999999998,8.439999999999998,-141.85999999999999
Jeff Tuel,QB,14.059999999999999,8.059999999999999,-142.23999999999998
Tarvaris Jackson,QB,18.14,6.14,-144.16
Matt Simms,QB,11.940000000000001,5.94,-144.35999999999999
Tyrod Taylor,QB,4.48,4.48,-145.82
Brock Osweiler,QB,4.0,4.0,-146.29999999999998
Seneca Wallace,QB,3.5599999999999996,3.5599999999999996,-146.73999999999998
Matt Hasselbeck,QB,3.0,3.0,-147.29999999999998
Josh Johnson,QB,2.0,2.0,-148.29999999999998
Matt Barkley,QB,1.8,1.8,-148.49999999999997
Dominique Davis,QB,1.36,1.36,-148.93999999999997
T.J. Yates,QB,0.5199999999999996,0.5199999999999996,-149.77999999999997
Derek Anderson,QB,0.0,0.0,-150.29999999999998
Colt McCoy,QB,-0.07999999999999996,-0.07999999999999996,-150.38
Shaun Hill,QB,-0.2,-0.2,-150.49999999999997
Luke McCown,QB,-0.4,-0.375,-150.67499999999998
Charlie Whitehurst,QB,-0.5,-0.5,-150.79999999999998
Matt Moore,QB,-1.88,-1.88,-152.17999999999998
Curtis Painter,QB,-1.9200000000000002,-1.9200000000000002,-152.21999999999997
